VA Station Number,Services,Satisfaction,Wait Times
vha_523BY,"['Audiology', 'Cardiology', 'Dermatology', 'Gastroenterology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_urgent': 0.9399999976158142, 'primary_care_routine': 0.9700000286102295}","[{'service': 'Audiology', 'new': 18.0, 'established': 9.285714}, {'service': 'Cardiology', 'new': 9.333333, 'established': 11.083333}, {'service': 'Dermatology', 'new': 15.315068, 'established': 12.5}, {'service': 'Gastroenterology', 'new': 57.5, 'established': 0.333333}, {'service': 'MentalHealthCare', 'new': 4.0, 'established': 0.366336}, {'service': 'Optometry', 'new': 1.0, 'established': 4.888}, {'service': 'Orthopedics', 'new': 17.0, 'established': 11.555555}, {'service': 'PrimaryCare', 'new': 13.153846, 'established': 11.034285}, {'service': 'SpecialtyCare', 'new': 18.829268, 'established': 8.003144}, {'service': 'Urology', 'new': 31.5, 'established': 2.333333}]"
vha_523BZ,"['MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.9599999785423279},"[{'service': 'MentalHealthCare', 'new': 5.5, 'established': 5.768595}, {'service': 'PrimaryCare', 'new': 7.5, 'established': 5.343434}, {'service': 'SpecialtyCare', 'new': None, 'established': 2.5}]"
vha_523GA,"['MentalHealthCare', 'PrimaryCare']",{'primary_care_routine': 0.9700000286102295},"[{'service': 'MentalHealthCare', 'new': 11.0, 'established': 0.166666}, {'service': 'PrimaryCare', 'new': 6.5, 'established': 7.011494}]"
vha_523GC,['PrimaryCare'],{'primary_care_routine': 0.9700000286102295},"[{'service': 'PrimaryCare', 'new': 11.5, 'established': 2.413333}]"
vha_523GD,"['Dermatology', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.9700000286102295},"[{'service': 'Dermatology', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 12.0, 'established': 2.5}, {'service': 'SpecialtyCare', 'new': None, 'established': 0.0}]"
vha_526,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.6600000262260437, 'primary_care_routine': 0.8500000238418579, 'specialty_care_urgent': 0.8500000238418579, 'specialty_care_routine': 0.8899999856948853}","[{'service': 'Audiology', 'new': 4.368421, 'established': 4.2}, {'service': 'Cardiology', 'new': 18.222222, 'established': 0.448717}, {'service': 'Dermatology', 'new': 16.472727, 'established': 4.282722}, {'service': 'Gastroenterology', 'new': 8.791666, 'established': 8.657894}, {'service': 'Gynecology', 'new': 14.125, 'established': 27.072727}, {'service': 'MentalHealthCare', 'new': 10.645161, 'established': 0.618119}, {'service': 'Ophthalmology', 'new': 17.729729, 'established': 24.472772}, {'service': 'Optometry', 'new': 52.380952, 'established': 14.4375}, {'service': 'Orthopedics', 'new': 13.310344, 'established': 4.468085}, {'service': 'PrimaryCare', 'new': 14.063492, 'established': 4.064356}, {'service': 'SpecialtyCare', 'new': 10.501336, 'established': 6.68465}, {'service': 'Urology', 'new': 15.941176, 'established': 11.162601}, {'service': 'WomensHealth', 'new': None, 'established': 0.8125}]"
vha_526GA,"['MentalHealthCare', 'PrimaryCare']",{'primary_care_routine': 0.9800000190734863},"[{'service': 'MentalHealthCare', 'new': 7.0, 'established': 0.171428}, {'service': 'PrimaryCare', 'new': 13.666666, 'established': 1.25}]"
vha_526GB,"['MentalHealthCare', 'PrimaryCare']",{'primary_care_routine': 0.9599999785423279},"[{'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 5.5, 'established': 0.0}]"
vha_526GD,['PrimaryCare'],{},"[{'service': 'PrimaryCare', 'new': 12.0, 'established': 2.413793}]"
vha_526QA,[],{},[]
vha_528,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.8299999833106995, 'primary_care_routine': 0.9200000166893005, 'specialty_care_urgent': 0.8799999952316284, 'specialty_care_routine': 0.9200000166893005}","[{'service': 'Audiology', 'new': 21.889344, 'established': 3.239554}, {'service': 'Cardiology', 'new': 28.076923, 'established': 6.109589}, {'service': 'Dermatology', 'new': 17.145833, 'established': 7.927419}, {'service': 'Gastroenterology', 'new': 19.6875, 'established': 17.327868}, {'service': 'Gynecology', 'new': 27.833333, 'established': 8.690476}, {'service': 'MentalHealthCare', 'new': 5.211538, 'established': 4.037483}, {'service': 'Ophthalmology', 'new': 27.133333, 'established': 6.410065}, {'service': 'Optometry', 'new': 34.765957, 'established': 3.068337}, {'service': 'Orthopedics', 'new': 27.041237, 'established': 26.497607}, {'service': 'PrimaryCare', 'new': 6.473684, 'established': 6.330992}, {'service': 'SpecialtyCare', 'new': 17.924404, 'established': 7.697272}, {'service': 'Urology', 'new': 8.568181, 'established': 3.641975}, {'service': 'WomensHealth', 'new': 11.5, 'established': 9.062893}]"
vha_528A4,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.949999988079071, 'primary_care_routine': 0.9800000190734863}","[{'service': 'Audiology', 'new': 22.7, 'established': 12.052631}, {'service': 'Cardiology', 'new': None, 'established': 0.0}, {'service': 'Dermatology', 'new': 10.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 5.0, 'established': 0.497487}, {'service': 'Optometry', 'new': 33.705882, 'established': 7.237068}, {'service': 'PrimaryCare', 'new': 11.0, 'established': 1.620895}, {'service': 'SpecialtyCare', 'new': 17.637681, 'established': 6.616326}]"
vha_528A5,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8500000238418579, 'primary_care_routine': 0.9800000190734863}","[{'service': 'Audiology', 'new': 7.280701, 'established': 2.714285}, {'service': 'Cardiology', 'new': 14.8, 'established': 7.936842}, {'service': 'Dermatology', 'new': 1.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 2.0, 'established': 2.596949}, {'service': 'Optometry', 'new': 9.351351, 'established': 6.964052}, {'service': 'Orthopedics', 'new': 34.576923, 'established': 14.897058}, {'service': 'PrimaryCare', 'new': 111.571428, 'established': 4.471571}, {'service': 'SpecialtyCare', 'new': 13.627027, 'established': 6.144618}]"
vha_528A6,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'UrgentCare']","{'primary_care_urgent': 0.7400000095367432, 'primary_care_routine': 0.9300000071525574}","[{'service': 'Audiology', 'new': 8.290076, 'established': 6.438914}, {'service': 'Cardiology', 'new': 10.125, 'established': 16.964705}, {'service': 'Dermatology', 'new': 10.266666, 'established': 16.269662}, {'service': 'MentalHealthCare', 'new': 1.0, 'established': 0.561307}, {'service': 'Optometry', 'new': 25.081081, 'established': 10.076923}, {'service': 'Orthopedics', 'new': 17.3, 'established': 20.489361}, {'service': 'PrimaryCare', 'new': 3.704545, 'established': 1.246334}, {'service': 'SpecialtyCare', 'new': 11.571428, 'established': 10.010204}]"
vha_528A7,"['Audiology', 'Cardiology', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.9399999976158142, 'primary_care_routine': 0.9800000190734863}","[{'service': 'Audiology', 'new': 15.123809, 'established': 5.939655}, {'service': 'Cardiology', 'new': 10.206896, 'established': 7.553571}, {'service': 'Dermatology', 'new': 39.066666, 'established': 33.675324}, {'service': 'Gastroenterology', 'new': 70.166666, 'established': 30.9375}, {'service': 'Gynecology', 'new': 16.0, 'established': 2.053333}, {'service': 'MentalHealthCare', 'new': 5.857142, 'established': 1.6}, {'service': 'Ophthalmology', 'new': 50.967741, 'established': 5.948717}, {'service': 'Optometry', 'new': 41.670886, 'established': 2.284403}, {'service': 'Orthopedics', 'new': 14.184615, 'established': 4.364583}, {'service': 'PrimaryCare', 'new': 14.461538, 'established': 3.141509}, {'service': 'SpecialtyCare', 'new': 24.182683, 'established': 10.529282}, {'service': 'Urology', 'new': 21.282051, 'established': 11.50996}, {'service': 'WomensHealth', 'new': None, 'established': 1.821917}]"
vha_528A8,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.6899999976158142, 'primary_care_routine': 0.8500000238418579}","[{'service': 'Audiology', 'new': 13.406779, 'established': 0.323308}, {'service': 'Cardiology', 'new': 26.892857, 'established': 8.778761}, {'service': 'Dermatology', 'new': 28.388888, 'established': 15.602409}, {'service': 'Gastroenterology', 'new': 9.333333, 'established': 16.428571}, {'service': 'Gynecology', 'new': 12.833333, 'established': 9.255319}, {'service': 'MentalHealthCare', 'new': 10.434782, 'established': 4.929276}, {'service': 'Ophthalmology', 'new': 28.919354, 'established': 1.703141}, {'service': 'Optometry', 'new': 62.972972, 'established': 2.320754}, {'service': 'Orthopedics', 'new': 44.71875, 'established': 30.653846}, {'service': 'PrimaryCare', 'new': 29.394736, 'established': 9.992175}, {'service': 'SpecialtyCare', 'new': 28.152472, 'established': 10.162947}, {'service': 'Urology', 'new': 9.916666, 'established': 8.057142}, {'service': 'WomensHealth', 'new': 8.666666, 'established': 8.306451}]"
vha_528G2,"['MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 1.0},"[{'service': 'MentalHealthCare', 'new': None, 'established': 1.5}, {'service': 'PrimaryCare', 'new': 45.0, 'established': 7.040816}, {'service': 'SpecialtyCare', 'new': 20.0, 'established': 0.0}]"
vha_528G3,"['MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.7900000214576721},"[{'service': 'MentalHealthCare', 'new': None, 'established': 3.352941}, {'service': 'PrimaryCare', 'new': None, 'established': 4.626373}, {'service': 'SpecialtyCare', 'new': None, 'established': 0.0}]"
vha_528G4,"['MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9200000166893005, 'primary_care_routine': 0.9300000071525574}","[{'service': 'MentalHealthCare', 'new': None, 'established': 0.048192}, {'service': 'Optometry', 'new': 19.384615, 'established': 4.2}, {'service': 'Orthopedics', 'new': None, 'established': 6.0}, {'service': 'PrimaryCare', 'new': 22.0, 'established': 2.16923}, {'service': 'SpecialtyCare', 'new': 19.384615, 'established': 6.76923}]"
vha_528G5,"['MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.7599999904632568},"[{'service': 'MentalHealthCare', 'new': 7.0, 'established': 8.357142}, {'service': 'PrimaryCare', 'new': 6.333333, 'established': 6.727272}, {'service': 'SpecialtyCare', 'new': None, 'established': 5.0}]"
vha_528G6,"['MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.9700000286102295},"[{'service': 'MentalHealthCare', 'new': None, 'established': 0.466666}, {'service': 'PrimaryCare', 'new': 49.5, 'established': 1.410958}, {'service': 'SpecialtyCare', 'new': 11.0, 'established': 0.0}]"
vha_528G7,"['MentalHealthCare', 'PrimaryCare']","{'primary_care_urgent': 0.8199999928474426, 'primary_care_routine': 0.9599999785423279}","[{'service': 'MentalHealthCare', 'new': None, 'established': 4.5}, {'service': 'PrimaryCare', 'new': None, 'established': 3.327731}]"
vha_528G8,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'Dermatology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'Optometry', 'new': 34.428571, 'established': 6.76923}, {'service': 'PrimaryCare', 'new': 46.0, 'established': 9.1}, {'service': 'SpecialtyCare', 'new': 34.428571, 'established': 5.5625}]"
vha_528G9,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9800000190734863, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Dermatology', 'new': 6.0, 'established': 11.666666}, {'service': 'MentalHealthCare', 'new': 1.0, 'established': 1.793814}, {'service': 'PrimaryCare', 'new': 6.0, 'established': 1.455938}, {'service': 'SpecialtyCare', 'new': 6.0, 'established': 5.833333}]"
vha_528GB,"['MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9700000286102295, 'primary_care_routine': 0.9900000095367432}","[{'service': 'MentalHealthCare', 'new': None, 'established': 1.375}, {'service': 'PrimaryCare', 'new': 6.6, 'established': 2.674157}, {'service': 'SpecialtyCare', 'new': 22.375, 'established': 10.90909}]"
vha_528GC,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8799999952316284, 'primary_care_routine': 1.0}","[{'service': 'Dermatology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 8.0, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 12.4, 'established': 0.121212}, {'service': 'SpecialtyCare', 'new': None, 'established': 3.714285}]"
vha_528GD,"['MentalHealthCare', 'PrimaryCare']","{'primary_care_urgent': 0.7200000286102295, 'primary_care_routine': 0.8399999737739563}","[{'service': 'MentalHealthCare', 'new': 2.25, 'established': 0.9375}, {'service': 'PrimaryCare', 'new': None, 'established': 10.230769}]"
vha_528GE,"['MentalHealthCare', 'SpecialtyCare']",{'primary_care_routine': 0.9800000190734863},"[{'service': 'MentalHealthCare', 'new': None, 'established': 2.771844}, {'service': 'SpecialtyCare', 'new': 5.431818, 'established': 9.63253}]"
vha_528GK,"['Cardiology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.9900000095367432},"[{'service': 'Cardiology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 12.0, 'established': 0.375}, {'service': 'PrimaryCare', 'new': 5.5, 'established': 1.601449}, {'service': 'SpecialtyCare', 'new': None, 'established': 0.0}]"
vha_528GL,"['MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6200000047683716, 'primary_care_routine': 0.8999999761581421}","[{'service': 'MentalHealthCare', 'new': 1.0, 'established': 1.172413}, {'service': 'PrimaryCare', 'new': 33.5, 'established': 2.318918}, {'service': 'SpecialtyCare', 'new': None, 'established': 5.0}]"
vha_528GM,"['Audiology', 'MentalHealthCare', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9100000262260437, 'primary_care_routine': 0.9100000262260437}","[{'service': 'Audiology', 'new': 13.545454, 'established': 5.581395}, {'service': 'MentalHealthCare', 'new': 1.0, 'established': 1.933554}, {'service': 'Optometry', 'new': 87.947368, 'established': 11.342379}, {'service': 'PrimaryCare', 'new': 14.0, 'established': 2.205733}, {'service': 'SpecialtyCare', 'new': 43.178082, 'established': 8.930232}]"
vha_528GN,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7900000214576721, 'primary_care_routine': 0.8899999856948853}","[{'service': 'Audiology', 'new': 12.222222, 'established': 5.2}, {'service': 'Dermatology', 'new': 1.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 14.0, 'established': 1.794117}, {'service': 'Optometry', 'new': 15.75, 'established': 7.108786}, {'service': 'PrimaryCare', 'new': 7.0, 'established': 2.79562}, {'service': 'SpecialtyCare', 'new': 13.529411, 'established': 16.811111}]"
vha_528GO,"['MentalHealthCare', 'Nutrition', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'MentalHealthCare', 'new': 16.25, 'established': 2.912087}, {'service': 'Orthopedics', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 7.75, 'established': 1.355371}, {'service': 'SpecialtyCare', 'new': 140.0, 'established': 78.571428}]"
vha_528GP,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9100000262260437, 'primary_care_routine': 0.9599999785423279}","[{'service': 'Dermatology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.116279}, {'service': 'PrimaryCare', 'new': 9.857142, 'established': 0.65909}, {'service': 'SpecialtyCare', 'new': None, 'established': 0.0}]"
vha_528GQ,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9200000166893005, 'primary_care_routine': 0.9599999785423279}","[{'service': 'Dermatology', 'new': 0.0, 'established': None}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.723404}, {'service': 'PrimaryCare', 'new': 10.0, 'established': 1.220689}, {'service': 'SpecialtyCare', 'new': 0.5, 'established': 0.0}]"
